65.43
65.43
65.43
65.43
58.4
58.4
58.4
58.4
58.3
58.3
58.3
58.3
52.8
52.8
52.8
52.8
56.72
56.72
56.72
56.72
64.55
64.55
64.55
64.55
74.42
74.42
74.42
74.42
96.08
96.08
96.08
96.08
101.01
101.01
101.01
101.01
92.9
92.9
92.9
92.9
86.02
86.02
86.02
86.02
78.53
78.53
78.53
78.53
68.54
68.54
68.54
68.54
74.88
74.88
74.88
74.88
72.68
72.68
72.68
72.68
70.1
70.1
70.1
70.1
72.01
72.01
72.01
72.01
83.2
83.2
83.2
83.2
90
90
90
90
110.28
110.28
110.28
110.28
92.55
92.55
92.55
92.55
80.98
80.98
80.98
80.98
70.3
70.3
70.3
70.3
65.2
65.2
65.2
65.2
